Id,true_answer,pred_answer,true_perm_idx,pred_perm_idx,gt_rank,top1_margin,correct
9lZG3P,"[1, 2, 3, 4]","[3, 1, 2, 4]",0,8,3,0.6470066905021667,0
tykxza,"[3, 1, 4, 2]","[2, 1, 4, 3]",10,7,2,0.29518193006515503,0
OngE1i,"[4, 2, 1, 3]","[4, 3, 2, 1]",15,23,7,0.48011988401412964,0
AsYWTa,"[3, 1, 2, 4]","[2, 3, 1, 4]",8,12,5,0.5510590672492981,0
2aiXnF,"[4, 3, 1, 2]","[1, 2, 3, 4]",17,0,20,0.0077936649322509766,0
bCIztk,"[3, 1, 2, 4]","[3, 2, 1, 4]",8,14,5,0.4824644923210144,0
Ok9peO,"[2, 4, 1, 3]","[1, 4, 2, 3]",13,3,2,0.6567746996879578,0
mtfiWY,"[1, 2, 3, 4]","[1, 4, 3, 2]",0,5,12,0.26613497734069824,0
ayLK7A,"[1, 4, 3, 2]","[2, 4, 3, 1]",5,19,2,0.193464994430542,0
xp2mTR,"[3, 1, 4, 2]","[3, 1, 2, 4]",10,8,11,0.27980905771255493,0
qiq9d6,"[4, 1, 2, 3]","[1, 2, 4, 3]",9,1,8,0.010729193687438965,0
rLpUdn,"[4, 2, 1, 3]","[2, 3, 4, 1]",15,18,21,0.3267548084259033,0
vmVWUz,"[2, 1, 3, 4]","[4, 1, 2, 3]",6,9,6,0.08570706844329834,0
2qaoHt,"[3, 4, 1, 2]","[1, 3, 4, 2]",16,4,11,0.7410179376602173,0
Osoomn,"[3, 2, 4, 1]","[1, 3, 2, 4]",20,2,19,0.03194606304168701,0
JAx2ab,"[3, 2, 1, 4]","[1, 2, 3, 4]",14,0,6,0.13020747900009155,0
5qulvp,"[3, 1, 4, 2]","[1, 2, 4, 3]",10,1,11,0.07406187057495117,0
PjWuch,"[2, 1, 4, 3]","[3, 1, 2, 4]",7,8,3,0.07088035345077515,0
SfyjpW,"[1, 3, 2, 4]","[1, 4, 2, 3]",2,3,2,0.04701852798461914,0
wcLH0l,"[1, 2, 3, 4]","[2, 3, 4, 1]",0,18,11,0.06564986705780029,0
runpIe,"[2, 1, 4, 3]","[4, 1, 3, 2]",7,11,8,0.3342016339302063,0
3CWozr,"[4, 1, 2, 3]","[3, 1, 4, 2]",9,10,6,0.03985714912414551,0
2Y0A4I,"[4, 2, 3, 1]","[3, 2, 4, 1]",21,20,2,0.6334488987922668,0
RPYON6,"[2, 3, 1, 4]","[1, 4, 2, 3]",12,3,6,0.543261706829071,0
LRvEiG,"[4, 1, 3, 2]","[4, 2, 1, 3]",11,15,20,0.06177818775177002,0
0p2B0D,"[1, 4, 3, 2]","[1, 4, 2, 3]",5,3,2,0.8843830823898315,0
CKJY4o,"[4, 2, 3, 1]","[4, 2, 1, 3]",21,15,5,1.9647221565246582,0
fS9dtc,"[4, 3, 2, 1]","[3, 4, 2, 1]",23,22,3,0.15457725524902344,0
ouuUsW,"[4, 1, 3, 2]","[3, 1, 4, 2]",11,10,2,0.09258747100830078,0
pdBh32,"[1, 2, 3, 4]","[4, 2, 1, 3]",0,15,18,0.058397650718688965,0
xRfzEK,"[1, 2, 3, 4]","[2, 1, 3, 4]",0,6,2,0.6551473736763,0
npjOOO,"[4, 2, 1, 3]","[4, 2, 3, 1]",15,21,4,0.18131637573242188,0
JmMPM7,"[1, 2, 3, 4]","[2, 4, 1, 3]",0,13,14,0.1581563949584961,0
vnbiS3,"[4, 3, 1, 2]","[3, 1, 4, 2]",17,10,22,0.013090729713439941,0
o0rEb2,"[4, 1, 3, 2]","[2, 1, 4, 3]",11,7,2,0.03271615505218506,0
3EQBce,"[4, 1, 3, 2]","[3, 1, 4, 2]",11,10,3,0.15270912647247314,0
7d7AKJ,"[4, 3, 2, 1]","[2, 4, 3, 1]",23,19,9,0.027074813842773438,0
bKIoWQ,"[3, 4, 2, 1]","[2, 4, 3, 1]",22,19,3,0.07399904727935791,0
CQgM7v,"[3, 4, 1, 2]","[2, 4, 1, 3]",16,13,4,0.5032106637954712,0
0pjgJa,"[2, 4, 1, 3]","[1, 2, 4, 3]",13,1,11,0.6271033883094788,0
bnVrxs,"[3, 2, 1, 4]","[2, 3, 1, 4]",14,12,2,0.2052546739578247,0
XWcAsi,"[1, 2, 3, 4]","[1, 4, 3, 2]",0,5,7,0.36794495582580566,0
9YCTDM,"[3, 1, 2, 4]","[4, 2, 1, 3]",8,15,11,0.6375361680984497,0
zUu5b6,"[3, 4, 1, 2]","[1, 4, 3, 2]",16,5,9,0.023906230926513672,0
GgG33N,"[1, 3, 4, 2]","[2, 3, 1, 4]",4,12,10,0.1279144287109375,0
Rd4Gb1,"[2, 4, 3, 1]","[2, 3, 4, 1]",19,18,2,0.24441367387771606,0
V2AWtW,"[2, 4, 3, 1]","[3, 2, 1, 4]",19,14,24,0.004807114601135254,0
K9qOck,"[1, 2, 3, 4]","[1, 3, 2, 4]",0,2,3,0.013383865356445312,0
H9xV27,"[1, 2, 3, 4]","[4, 1, 3, 2]",0,11,18,0.49576854705810547,0
TEimCW,"[4, 3, 1, 2]","[3, 4, 2, 1]",17,22,10,0.3486872911453247,0
IzBYnU,"[2, 4, 3, 1]","[4, 3, 2, 1]",19,23,4,0.3061504364013672,0
3n0afI,"[4, 3, 2, 1]","[2, 4, 1, 3]",23,13,11,0.06534886360168457,0
b55Efs,"[4, 2, 3, 1]","[4, 3, 2, 1]",21,23,2,4.229799747467041,0
TFQTlV,"[1, 4, 2, 3]","[1, 3, 2, 4]",3,2,2,2.811544895172119,0
GrG37z,"[1, 2, 3, 4]","[1, 2, 4, 3]",0,1,3,1.6475497484207153,0
bR5FZX,"[3, 4, 1, 2]","[1, 2, 3, 4]",16,0,19,0.4859658479690552,0
Am6WBM,"[2, 3, 1, 4]","[4, 3, 1, 2]",12,17,3,0.3443690538406372,0
0GDP9V,"[1, 4, 2, 3]","[3, 4, 1, 2]",3,16,6,0.1462574601173401,0
xwYBdK,"[4, 1, 2, 3]","[3, 1, 2, 4]",9,8,3,0.15070974826812744,0
hCcx7T,"[3, 2, 1, 4]","[2, 1, 4, 3]",14,7,11,0.5123654007911682,0
Ml6iRl,"[1, 3, 4, 2]","[1, 4, 3, 2]",4,5,2,0.17782974243164062,0
p3JHGh,"[4, 3, 2, 1]","[1, 3, 2, 4]",23,2,20,0.08945941925048828,0
JLs0nW,"[2, 4, 1, 3]","[3, 4, 1, 2]",13,16,6,0.01682746410369873,0
dp4CjA,"[1, 3, 2, 4]","[4, 2, 3, 1]",2,21,20,0.009870529174804688,0
fqd5a4,"[2, 4, 1, 3]","[2, 4, 3, 1]",13,19,8,4.540770530700684,0
UVxeuF,"[1, 2, 3, 4]","[1, 4, 2, 3]",0,3,4,1.0373291969299316,0
tfbGSP,"[2, 3, 4, 1]","[2, 4, 3, 1]",18,19,3,0.21230274438858032,0
UqCbEO,"[2, 1, 3, 4]","[2, 3, 1, 4]",6,12,5,0.03664422035217285,0
MjHJGv,"[4, 2, 1, 3]","[3, 1, 4, 2]",15,10,23,0.07497262954711914,0
WDvhBe,"[4, 3, 2, 1]","[4, 3, 1, 2]",23,17,3,0.30937981605529785,0
v8ykVY,"[2, 4, 3, 1]","[2, 3, 4, 1]",19,18,4,0.6746943593025208,0
P35qK4,"[3, 2, 4, 1]","[4, 1, 3, 2]",20,11,5,1.6941866874694824,0
inmjCR,"[2, 3, 1, 4]","[2, 4, 1, 3]",12,13,2,1.0067956447601318,0
A6lWYO,"[1, 4, 3, 2]","[1, 4, 2, 3]",5,3,2,0.7478365898132324,0
DInAv1,"[4, 3, 1, 2]","[3, 4, 1, 2]",17,16,2,1.4083218574523926,0
zNKhtf,"[1, 2, 3, 4]","[1, 3, 2, 4]",0,2,2,0.5200343728065491,0
UuUNep,"[1, 2, 3, 4]","[1, 3, 2, 4]",0,2,2,0.9641283750534058,0
VvE1iO,"[3, 4, 1, 2]","[2, 1, 3, 4]",16,6,19,0.00043720006942749023,0
4IRBoM,"[1, 2, 3, 4]","[1, 4, 3, 2]",0,5,5,0.011965751647949219,0
Qqb8Hz,"[1, 2, 3, 4]","[4, 2, 3, 1]",0,21,19,0.009429693222045898,0
8kpquE,"[1, 4, 2, 3]","[3, 2, 4, 1]",3,20,19,0.0022193193435668945,0
6wkS8Z,"[4, 3, 1, 2]","[4, 2, 1, 3]",17,15,2,0.9434696435928345,0
EJAqPZ,"[3, 2, 4, 1]","[2, 3, 4, 1]",20,18,2,0.1993957757949829,0
hVreGh,"[1, 3, 4, 2]","[2, 3, 4, 1]",4,18,3,0.07829618453979492,0
nKI6pU,"[3, 4, 1, 2]","[2, 4, 1, 3]",16,13,3,0.42341500520706177,0
upzYSf,"[2, 3, 4, 1]","[1, 3, 2, 4]",18,2,17,0.35981690883636475,0
3C9VcB,"[2, 1, 4, 3]","[4, 1, 3, 2]",7,11,4,0.7730294466018677,0
zY9B3n,"[4, 3, 2, 1]","[3, 1, 4, 2]",23,10,14,0.02300107479095459,0
GtM2rB,"[1, 2, 3, 4]","[2, 1, 3, 4]",0,6,6,0.1349623203277588,0
JKQWfL,"[2, 4, 1, 3]","[1, 4, 2, 3]",13,3,2,0.30169200897216797,0
Zgd9qI,"[1, 2, 3, 4]","[1, 2, 4, 3]",0,1,2,1.1833858489990234,0
xOEpkt,"[3, 1, 2, 4]","[2, 1, 4, 3]",8,7,5,1.723426342010498,0
Kc2qce,"[4, 2, 3, 1]","[2, 4, 3, 1]",21,19,12,0.020405292510986328,0
GuqPyp,"[3, 1, 4, 2]","[3, 1, 2, 4]",10,8,6,0.07898128032684326,0
3EE2SQ,"[3, 1, 2, 4]","[1, 4, 2, 3]",8,3,15,0.27585268020629883,0
Eomjsw,"[2, 3, 1, 4]","[3, 2, 1, 4]",12,14,2,0.07561707496643066,0
xd91OW,"[2, 1, 4, 3]","[2, 1, 3, 4]",7,6,2,0.473991721868515,0
vJxSUE,"[3, 2, 1, 4]","[3, 2, 4, 1]",14,20,12,0.04152882099151611,0
XKAhmA,"[4, 2, 1, 3]","[4, 1, 2, 3]",15,9,2,0.3335195779800415,0
aiP71X,"[1, 2, 3, 4]","[4, 1, 3, 2]",0,11,14,0.6297548413276672,0
N09Mfm,"[2, 3, 4, 1]","[3, 4, 2, 1]",18,22,6,0.8818528056144714,0
R65h7g,"[1, 3, 4, 2]","[1, 4, 2, 3]",4,3,10,0.24769961833953857,0
SVxAro,"[3, 2, 4, 1]","[1, 4, 3, 2]",20,5,16,0.8219013214111328,0
8cYIkN,"[4, 1, 3, 2]","[3, 1, 2, 4]",11,8,9,0.08623433113098145,0
FrT8Fn,"[3, 1, 2, 4]","[3, 2, 4, 1]",8,20,15,0.2600966691970825,0
Hv3akF,"[1, 2, 3, 4]","[2, 1, 3, 4]",0,6,2,0.165299654006958,0
YMbD4D,"[3, 4, 1, 2]","[4, 3, 1, 2]",16,17,2,0.26384949684143066,0
fxAsO6,"[4, 2, 3, 1]","[3, 2, 4, 1]",21,20,2,5.648028373718262,0
aQjEJd,"[4, 1, 2, 3]","[3, 1, 2, 4]",9,8,3,0.33645880222320557,0
0jV19m,"[1, 3, 4, 2]","[2, 1, 4, 3]",4,7,9,0.09576225280761719,0
vsLuez,"[1, 4, 2, 3]","[2, 1, 3, 4]",3,6,12,0.0700685977935791,0
B0T7ZS,"[4, 2, 1, 3]","[3, 2, 1, 4]",15,14,2,0.16217583417892456,0
idZe7w,"[4, 1, 2, 3]","[3, 2, 4, 1]",9,20,12,0.04901576042175293,0
YuoE1H,"[4, 3, 1, 2]","[3, 2, 1, 4]",17,14,5,0.10685527324676514,0
OxtN7u,"[4, 3, 2, 1]","[1, 3, 2, 4]",23,2,2,0.1180107593536377,0
BMsXXn,"[2, 3, 4, 1]","[2, 4, 3, 1]",18,19,5,0.01900506019592285,0
8qWzHd,"[1, 4, 3, 2]","[2, 4, 3, 1]",5,19,2,0.25461286306381226,0
SfHl0D,"[2, 4, 3, 1]","[3, 4, 2, 1]",19,22,2,0.26802879571914673,0
O0ZrBa,"[1, 2, 3, 4]","[1, 3, 4, 2]",0,4,8,0.1340329647064209,0
7KCQHF,"[2, 4, 3, 1]","[2, 4, 1, 3]",19,13,6,1.0353502035140991,0
kWoStB,"[2, 1, 4, 3]","[4, 3, 2, 1]",7,23,21,0.6688956022262573,0
RRJ7uA,"[3, 2, 4, 1]","[4, 1, 3, 2]",20,11,12,0.13954627513885498,0
UlgXS6,"[2, 3, 1, 4]","[3, 2, 1, 4]",12,14,3,1.1836588382720947,0
HORgSJ,"[4, 3, 1, 2]","[1, 4, 2, 3]",17,3,14,0.3044898509979248,0
E6wMve,"[1, 2, 3, 4]","[2, 4, 1, 3]",0,13,11,0.24636006355285645,0
z1omll,"[4, 2, 3, 1]","[2, 1, 3, 4]",21,6,12,0.06104278564453125,0
yusgTp,"[2, 1, 3, 4]","[4, 1, 2, 3]",6,9,14,0.025297164916992188,0
hyqeEx,"[4, 2, 1, 3]","[2, 3, 1, 4]",15,12,5,0.26146185398101807,0
yCcsyX,"[4, 3, 2, 1]","[2, 4, 3, 1]",23,19,4,0.3230050802230835,0
xzafuh,"[2, 4, 3, 1]","[1, 4, 3, 2]",19,5,3,0.3790280818939209,0
AMn64w,"[1, 3, 2, 4]","[1, 2, 4, 3]",2,1,13,0.05429697036743164,0
7CkovV,"[4, 2, 1, 3]","[4, 3, 1, 2]",15,17,2,0.4231753349304199,0
6WQ4NI,"[2, 1, 4, 3]","[2, 4, 3, 1]",7,19,7,0.4601518511772156,0
uHtSK6,"[1, 2, 3, 4]","[1, 4, 2, 3]",0,3,9,1.3279170989990234,0
NsuxqY,"[2, 4, 1, 3]","[1, 4, 2, 3]",13,3,2,0.4271239638328552,0
b6Xe62,"[4, 1, 2, 3]","[2, 3, 1, 4]",9,12,10,0.3612293004989624,0
xE6vjN,"[4, 2, 3, 1]","[3, 2, 4, 1]",21,20,2,0.28844672441482544,0
jLUPIJ,"[1, 2, 3, 4]","[4, 1, 2, 3]",0,9,23,0.06612753868103027,0
29913X,"[4, 3, 1, 2]","[3, 4, 1, 2]",17,16,15,0.7246366739273071,0
RAaVHd,"[1, 4, 3, 2]","[3, 4, 2, 1]",5,22,5,0.059525251388549805,0
4N51DR,"[1, 2, 3, 4]","[4, 1, 2, 3]",0,9,5,0.02608203887939453,0
NTcmwM,"[3, 4, 1, 2]","[4, 3, 1, 2]",16,17,3,0.5492884516716003,0
qm13yr,"[3, 2, 4, 1]","[2, 1, 4, 3]",20,7,4,0.3253018260002136,0
iNjbSv,"[2, 4, 1, 3]","[4, 3, 1, 2]",13,17,3,0.01750624179840088,0
VRuxIO,"[3, 4, 1, 2]","[2, 1, 3, 4]",16,6,23,0.38090330362319946,0
qN9459,"[3, 1, 2, 4]","[2, 1, 4, 3]",8,7,6,0.03001105785369873,0
KM32XK,"[1, 2, 3, 4]","[1, 3, 4, 2]",0,4,5,0.3303924798965454,0
7TvIvf,"[3, 4, 2, 1]","[2, 3, 1, 4]",22,12,10,0.15594381093978882,0
muno3q,"[1, 3, 4, 2]","[1, 4, 3, 2]",4,5,2,4.089344024658203,0
obrfLy,"[1, 4, 2, 3]","[4, 1, 2, 3]",3,9,17,0.9335454702377319,0
0OGYqD,"[2, 4, 3, 1]","[3, 2, 4, 1]",19,20,5,0.02660924196243286,0
267Cti,"[1, 4, 3, 2]","[3, 4, 2, 1]",5,22,2,0.8627526164054871,0
w3NbIR,"[4, 3, 1, 2]","[3, 2, 1, 4]",17,14,4,0.6744627952575684,0
IedwOW,"[2, 3, 1, 4]","[2, 1, 3, 4]",12,6,6,0.08771848678588867,0
oBxcCo,"[2, 4, 1, 3]","[2, 1, 3, 4]",13,6,11,0.07460939884185791,0
WnHmSV,"[4, 1, 2, 3]","[2, 1, 3, 4]",9,6,5,0.14852988719940186,0
WCp4IU,"[3, 1, 4, 2]","[4, 1, 3, 2]",10,11,3,0.491225004196167,0
P79Fhe,"[2, 3, 1, 4]","[2, 4, 1, 3]",12,13,2,0.08984130620956421,0
6y7j5b,"[1, 4, 3, 2]","[1, 3, 2, 4]",5,2,3,0.15328586101531982,0
b6EbPt,"[2, 3, 4, 1]","[2, 3, 1, 4]",18,12,12,0.11652052402496338,0
P7B65c,"[1, 4, 2, 3]","[2, 1, 3, 4]",3,6,12,0.2566407322883606,0
9vzybN,"[4, 3, 1, 2]","[2, 4, 3, 1]",17,19,12,0.22708046436309814,0
Pa72kb,"[1, 2, 3, 4]","[1, 2, 4, 3]",0,1,2,0.3838040232658386,0
RJL46s,"[2, 3, 1, 4]","[2, 4, 1, 3]",12,13,2,0.08987182378768921,0
AOSTo7,"[1, 2, 3, 4]","[1, 4, 2, 3]",0,3,3,0.19660282135009766,0
buDnsA,"[1, 2, 3, 4]","[2, 3, 4, 1]",0,18,16,0.4231081008911133,0
i4UDum,"[3, 4, 2, 1]","[4, 3, 2, 1]",22,23,2,4.430568695068359,0
tAZ37W,"[4, 3, 1, 2]","[4, 3, 2, 1]",17,23,7,0.12587106227874756,0
SnsyTZ,"[4, 2, 1, 3]","[3, 2, 1, 4]",15,14,3,0.1454024314880371,0
IMm4uG,"[3, 1, 2, 4]","[2, 3, 4, 1]",8,18,21,0.10790503025054932,0
V2DAyQ,"[4, 1, 3, 2]","[3, 4, 1, 2]",11,16,15,0.20369672775268555,0
Z7jAbZ,"[3, 4, 2, 1]","[3, 4, 1, 2]",22,16,2,0.35148924589157104,0
V8D6kA,"[3, 4, 2, 1]","[4, 3, 2, 1]",22,23,2,0.08914530277252197,0
RHkal3,"[1, 2, 3, 4]","[3, 1, 4, 2]",0,10,12,0.05451095104217529,0
g6Vd8F,"[1, 2, 4, 3]","[2, 1, 3, 4]",1,6,8,0.22822630405426025,0
oU0jgk,"[1, 2, 3, 4]","[4, 1, 3, 2]",0,11,16,0.12107765674591064,0
tmpbP1,"[2, 3, 1, 4]","[3, 2, 1, 4]",12,14,5,0.016853392124176025,0
w7Dkob,"[2, 1, 4, 3]","[3, 1, 4, 2]",7,10,2,0.05155813694000244,0
NtApRf,"[3, 2, 1, 4]","[4, 3, 1, 2]",14,17,11,0.04834794998168945,0
ucsjPe,"[1, 3, 2, 4]","[2, 3, 1, 4]",2,12,2,0.29686522483825684,0
eOM9HO,"[1, 4, 3, 2]","[1, 4, 2, 3]",5,3,2,0.44696152210235596,0
g3VR2c,"[2, 1, 4, 3]","[4, 3, 2, 1]",7,23,22,0.3316984176635742,0
Hi2EJw,"[1, 3, 2, 4]","[2, 4, 3, 1]",2,19,14,0.20879638195037842,0
DbDmFE,"[4, 1, 2, 3]","[4, 3, 1, 2]",9,17,9,0.5290179252624512,0
rTU0Ec,"[3, 1, 4, 2]","[1, 4, 2, 3]",10,3,19,0.22086215019226074,0
x4424z,"[1, 3, 2, 4]","[1, 4, 2, 3]",2,3,2,0.09604531526565552,0
Ao8dqI,"[2, 1, 4, 3]","[1, 4, 3, 2]",7,5,4,0.016674160957336426,0
HWxd8O,"[3, 1, 4, 2]","[3, 1, 2, 4]",10,8,6,0.13451159000396729,0
mHJdXV,"[1, 2, 3, 4]","[1, 3, 2, 4]",0,2,2,0.36664652824401855,0
eWBQ0I,"[2, 4, 3, 1]","[1, 3, 4, 2]",19,4,5,0.34067070484161377,0
5rO4hC,"[4, 1, 3, 2]","[3, 1, 4, 2]",11,10,2,3.160632848739624,0
WLjucZ,"[4, 3, 2, 1]","[4, 2, 3, 1]",23,21,2,0.1442825198173523,0
kADbwa,"[3, 4, 1, 2]","[2, 4, 1, 3]",16,13,2,0.2338557243347168,0
Ud46T2,"[4, 2, 1, 3]","[2, 3, 1, 4]",15,12,3,0.006682097911834717,0
sqt6eT,"[1, 4, 3, 2]","[2, 1, 4, 3]",5,7,10,0.4430732727050781,0
orbwgE,"[4, 2, 1, 3]","[2, 1, 4, 3]",15,7,16,0.4438244700431824,0
CZxxRd,"[1, 3, 4, 2]","[3, 4, 1, 2]",4,16,13,0.07883191108703613,0
hekFF2,"[3, 1, 4, 2]","[2, 1, 3, 4]",10,6,10,0.456409752368927,0
TiMHj9,"[4, 1, 2, 3]","[3, 1, 4, 2]",9,10,7,0.16091805696487427,0
tTf2BQ,"[1, 3, 2, 4]","[1, 4, 2, 3]",2,3,2,4.706369876861572,0
xdEipQ,"[3, 1, 4, 2]","[2, 1, 4, 3]",10,7,2,1.1639026403427124,0
nA5vob,"[4, 3, 1, 2]","[4, 3, 2, 1]",17,23,3,0.07840520143508911,0
ll1uuH,"[3, 2, 1, 4]","[3, 4, 1, 2]",14,16,9,0.39884305000305176,0
8rcss8,"[1, 3, 4, 2]","[3, 2, 1, 4]",4,14,22,0.07193946838378906,0
joUPSr,"[1, 2, 3, 4]","[1, 3, 2, 4]",0,2,3,0.017184019088745117,0
SVsCDd,"[3, 2, 4, 1]","[4, 2, 3, 1]",20,21,2,0.28164470195770264,0
MQVdMI,"[1, 3, 4, 2]","[2, 4, 1, 3]",4,13,16,0.20471882820129395,0
uUVby9,"[3, 1, 4, 2]","[3, 4, 1, 2]",10,16,10,0.15168261528015137,0
Rs2WJg,"[1, 2, 3, 4]","[1, 2, 4, 3]",0,1,6,1.1675094366073608,0
dOtQzx,"[4, 1, 2, 3]","[2, 1, 3, 4]",9,6,3,0.049260497093200684,0
uOZDLK,"[1, 2, 4, 3]","[4, 3, 2, 1]",1,23,22,0.6752974390983582,0
ZUoFJw,"[1, 2, 3, 4]","[1, 3, 4, 2]",0,4,6,0.22618025541305542,0
LrVzSg,"[2, 4, 1, 3]","[2, 4, 3, 1]",13,19,20,0.024965882301330566,0
BCqwq5,"[2, 4, 3, 1]","[3, 4, 1, 2]",19,16,3,0.1198582649230957,0
exDbPb,"[2, 3, 1, 4]","[1, 3, 2, 4]",12,2,3,0.0938226580619812,0
Q3y4BY,"[2, 4, 1, 3]","[1, 4, 2, 3]",13,3,3,0.11854898929595947,0
ECpQNv,"[2, 3, 4, 1]","[2, 4, 3, 1]",18,19,4,0.004259824752807617,0
mmT0Nf,"[4, 3, 2, 1]","[4, 3, 1, 2]",23,17,2,0.03809773921966553,0
DzwcNm,"[3, 1, 2, 4]","[2, 4, 1, 3]",8,13,12,0.6224550604820251,0
mBGNrr,"[1, 2, 3, 4]","[1, 4, 2, 3]",0,3,12,0.03725934028625488,0
qbHfRi,"[3, 4, 2, 1]","[4, 3, 2, 1]",22,23,5,0.05911445617675781,0
xza4fj,"[3, 1, 4, 2]","[2, 1, 4, 3]",10,7,2,0.8208504319190979,0
Nw8VEG,"[3, 1, 4, 2]","[1, 2, 4, 3]",10,1,3,0.07225215435028076,0
eis0Ej,"[1, 2, 3, 4]","[1, 2, 4, 3]",0,1,4,0.5055007934570312,0
cb0bOp,"[1, 2, 3, 4]","[2, 1, 4, 3]",0,7,4,1.3206243515014648,0
d5Rk0l,"[1, 4, 2, 3]","[1, 3, 2, 4]",3,2,7,0.5511137247085571,0
S3txTT,"[2, 4, 1, 3]","[1, 4, 2, 3]",13,3,4,0.0040035247802734375,0
DNYfO3,"[1, 4, 2, 3]","[2, 4, 3, 1]",3,19,6,0.17336535453796387,0
prkQpr,"[3, 1, 4, 2]","[4, 1, 3, 2]",10,11,5,1.2324323654174805,0
N58lpS,"[3, 1, 4, 2]","[4, 1, 3, 2]",10,11,3,0.1879119873046875,0
cbobN9,"[3, 4, 1, 2]","[2, 3, 4, 1]",16,18,12,0.30064499378204346,0
5PtYtq,"[4, 2, 1, 3]","[1, 3, 4, 2]",15,4,19,0.18640893697738647,0
zVNjmq,"[1, 2, 3, 4]","[2, 1, 3, 4]",0,6,2,0.6988388299942017,0
2UaWZ5,"[2, 4, 1, 3]","[4, 3, 1, 2]",13,17,6,0.5342159271240234,0
sMTzeh,"[1, 3, 2, 4]","[2, 3, 4, 1]",2,18,20,0.1262376308441162,0
alL8JU,"[3, 4, 2, 1]","[3, 4, 1, 2]",22,16,3,0.21925389766693115,0
aVg5Ue,"[1, 4, 3, 2]","[3, 4, 1, 2]",5,16,7,0.437128484249115,0
yE7o8w,"[4, 2, 3, 1]","[3, 2, 4, 1]",21,20,7,0.13316023349761963,0
8cbtrl,"[4, 2, 1, 3]","[4, 3, 1, 2]",15,17,2,0.5095481872558594,0
PD86WH,"[3, 1, 4, 2]","[4, 1, 3, 2]",10,11,7,0.2195519208908081,0
6YQhkx,"[1, 2, 3, 4]","[3, 2, 1, 4]",0,14,16,0.13303613662719727,0
aXfsGc,"[2, 1, 3, 4]","[2, 4, 3, 1]",6,19,21,0.0001220703125,0
3S0ask,"[1, 4, 3, 2]","[1, 3, 2, 4]",5,2,6,0.4853537082672119,0
0a2qhQ,"[4, 1, 3, 2]","[1, 4, 3, 2]",11,5,3,0.3268064260482788,0
UEm42r,"[4, 2, 3, 1]","[4, 1, 3, 2]",21,11,4,0.0584869384765625,0
CJGorR,"[2, 1, 3, 4]","[1, 2, 3, 4]",6,0,2,0.23588323593139648,0
SVYRWc,"[4, 2, 1, 3]","[3, 2, 1, 4]",15,14,2,0.020430564880371094,0
vi5LNJ,"[2, 1, 4, 3]","[4, 1, 3, 2]",7,11,6,0.1308058500289917,0
3K0mAT,"[3, 1, 2, 4]","[4, 1, 2, 3]",8,9,2,0.011692047119140625,0
ZloyE8,"[3, 2, 1, 4]","[4, 3, 1, 2]",14,17,4,0.21385949850082397,0
DSt3Y0,"[4, 2, 1, 3]","[1, 3, 4, 2]",15,4,20,0.019186675548553467,0
VN9gpX,"[2, 4, 1, 3]","[1, 2, 4, 3]",13,1,14,0.1203908920288086,0
yRN4dJ,"[1, 4, 2, 3]","[1, 3, 4, 2]",3,4,4,0.27435803413391113,0
scSbeH,"[3, 2, 1, 4]","[2, 3, 1, 4]",14,12,2,0.11959314346313477,0
MsSbSv,"[1, 2, 4, 3]","[1, 3, 4, 2]",1,4,2,0.3652760982513428,0
6OSgp7,"[4, 1, 2, 3]","[3, 1, 2, 4]",9,8,3,3.8276357650756836,0
wMkgjs,"[2, 4, 3, 1]","[3, 2, 4, 1]",19,20,6,0.1364516019821167,0
NM7pjC,"[3, 2, 4, 1]","[3, 2, 1, 4]",20,14,15,0.34204286336898804,0
1kjJ2A,"[4, 1, 3, 2]","[3, 1, 4, 2]",11,10,2,0.03132772445678711,0
tQ61xz,"[3, 4, 1, 2]","[3, 4, 2, 1]",16,22,3,0.4037185311317444,0
P8UW7N,"[1, 2, 3, 4]","[1, 3, 2, 4]",0,2,3,0.42354369163513184,0
FsEtIX,"[1, 4, 3, 2]","[3, 4, 1, 2]",5,16,2,2.2940595149993896,0
T6IUyi,"[2, 4, 1, 3]","[4, 3, 2, 1]",13,23,12,0.49357718229293823,0
dbNXih,"[4, 3, 2, 1]","[4, 1, 2, 3]",23,9,9,0.29539942741394043,0
MaThOS,"[4, 2, 1, 3]","[4, 2, 3, 1]",15,21,4,1.6514813899993896,0
36AvXz,"[1, 2, 3, 4]","[1, 2, 4, 3]",0,1,2,1.4345133304595947,0
5J0Ym2,"[1, 2, 3, 4]","[4, 1, 3, 2]",0,11,22,0.3365294933319092,0
X92UPH,"[1, 2, 4, 3]","[2, 1, 4, 3]",1,7,3,0.15978580713272095,0
oXNX2B,"[4, 1, 2, 3]","[2, 3, 1, 4]",9,12,9,0.08458966016769409,0
DOPIuX,"[1, 2, 3, 4]","[3, 2, 4, 1]",0,20,12,0.19241559505462646,0
Ir1HP3,"[1, 2, 3, 4]","[3, 2, 1, 4]",0,14,19,0.1969672441482544,0
fOrXoR,"[1, 4, 3, 2]","[1, 3, 4, 2]",5,4,3,0.5177072286605835,0
u8GCCt,"[3, 2, 4, 1]","[2, 3, 4, 1]",20,18,2,0.3972526490688324,0
neBWpF,"[3, 2, 4, 1]","[4, 3, 2, 1]",20,23,5,0.5037758946418762,0
